id;city;country;country_id;type_of_violence;UCDP_event_id;weapon/method;side_a;side_a_identity;side_a_gender;side_a_age;side_b;side_b_identity;side_b_gender;side_b_age;additional_actors;cr_clarity;sources;sources_original;date_start;date_end;date_precision;time;where;neighbourhood/area;admin_area;latitude;longitude;geoprecision;deaths_a;deaths_b;deaths_other;deaths_unknown;deaths_best;deaths_high;deaths_low;deaths_gender;injuries_total;injuries_a;injuries_b;injuries_others;injuries_na
IMP11080101_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;3 men, 2 girls;10-57 years;no;2: medium;"Indo-Asian News Service, ""Five people killed in Manipur blast,"" 1 August 2011; Imphal Free Press, ""Scarlet Monday: Two school girls among five killed at Sangakpham bomb blast, seven injured,"" 1 August 2011; India Blooms News Service, ""Scarlet Monday: Two school girls among five killed at Sangakpham bomb blast, seven injured,"" 16 August 2011";police spokesperson, Chief Minister Okram Ibobi Singh;2011-08-01;2011-08-01;1;02:00 p.m.;Sangakpham market, near the ADC guest house which is located along NH 39, Imphal West;;;24,832969;93,946150;1: exact location (e.g. street, building, square);0;5;0;0;5;5;5;3 men, 2 girls;8;0;8;0;0
IMP11091501_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;3 men;38, 55, 35;no;3: low;"Assam Tribune, ""Blast victim succumbs to injuries,"" 15 September 2011";;2011-09-15;2011-09-15;1;07:25 p.m.;Royal Lodge hotel, near Raj Polyclinic hospital, Imphal West;;;24,815953;93,943003;1: exact location (e.g. street, building, square);0;1;0;0;1;1;1;1 man;2;0;2;0;0
IMP11091701_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;30;no;3: low;"The Press Trust of India Limited, ""Two Non-Manipuri persons shot dead,"" 18 September 2011; The Times of India, ""Two migrant workers dunned down in Imphal,"" 21 September 2011";Police;2011-09-17;2011-09-17;1;night;Nagamapal Soram Leirak, Imphal West;;;24,811659;93,932796;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP11091801_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;23;no;3: low;"The Press Trust of India Limited, ""Two Non-Manipuri persons shot dead,"" 18 September 2011; The Times of India, ""Two migrant workers dunned down in Imphal,"" 21 September 2011";Police;2011-09-18;2011-09-18;1;evening;Uripok Khoisnam Leikai, Imphal West;;;24,806885;93,930216;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP11102601_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"GTD Event ID: 201110260023; Imphal Free Press, ""Twin bomb blasts darken festival of light celebration,"" 26 October 2011";;2011-10-26;2011-10-26;1;08:00 p.m.;on the staircase of Indian Overseas Bank, Imphal West;;;24,808940;93,934926;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;4;0;4;0;0
IMP11102602_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;GTD Event ID: 201110260024;;2011-10-26;2011-10-26;1;08:00 p.m.;outside Milan Enterprises , across from Indian Overseas Bank, Imphal West;;;24,809006;93,934861;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;3;0;3;0;0
IMP11102603_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: 201110260025;;2011-10-26;2011-10-26;1;10.30 p.m.;Canchipur, Imphal East;;;24,746487;93,937110;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;0;2;0
IMP11111701_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"The Press Trust of India Limited, ""Two injured in Manipur bomb blast,"" 17 November 2011";;2011-11-17;2011-11-17;1;02:30 p.m.;Uripok area, Imphal West;;;24,808966;93,918425;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0
IMP11113001_00;Imphal;India;750;attack;na;explosives;militants;unknown;1 man;51;civilians;unknown;2 women;25, 53;no;2: medium;"Times of Oman, ""Blast in northeast India ahead of PM visit,"" 30 November 2011; United News of India, ""1 injured in blast ahead of PM's visit during Manipur Tourism Fest,"" 30 November 2011; Asian News International, ""Bomb blast in Imphal kills one and injures three,"" 30 November 2011; Assam Tribune, ""Rickshawpuller killed in Manipur blast,"" 30 November 2011; India Blooms News Service, ""One killed, two injured in Manipur blast,"" 30 November 2011; The Times of India, ""Imphal: Blast ahead of PM visit, one killed,"" 1 December 2011";senior police official A. Singh;2011-11-30;2011-11-30;1;11:00 a.m.;50 metres away from the City Convention Centre, Hapta Kangjeibung, Imphal East;;;24,802319;93,948114;1: exact location (e.g. street, building, square);1;0;0;0;1;1;1;1 man;2;0;2;0;0
IMP11121401_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;2 women                                                           ;24, 28;no;3: low;"Imphal Free Pres, ""IED manages to slip PWD office security; three injured in blast inside building,"" 14 December 2011; Assam Tribune, ""Inquiry into Manipur blast,"" 16 December 2011";;2011-12-14;2011-12-14;1;01:30 a.m.;south block of Public Works Department, Khuyathong, Imphal West;;;24,814105;93,938379;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;5;0;5;0;0
IMP11121801_00;Imphal;India;750;assassination/murder;na;firearms;KNO/KRA;Kuki;unknown;unknown;civilians;unknown;1 man;36;no;1: high;"The Press Trust of India Limited, ""1 killed by suspected Kuki ultras,"" 19 December 2011; Imphal Free Press, ""KNO/KRA claims shooting of individual involved in impersonating militant outfits,"" 19 December 2011";;2011-12-18;2011-12-18;1;10:30 p.m.; Khongsai Veng area, Imphal ;;;24,827907;93,953737;3: neighbourhood ;1;0;0;0;1;1;1;1 man;0;0;0;0;0
IMP12011001_00;Imphal;India;750;attack;na;explosives;PREPAK;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;1: high;"The Press Trust of India Limited, ""7 injured in grenade blast in poll-bound Manipur,"" 10 January 2012; GTD Event ID: 201201100011";Police;2012-01-10;2012-01-10;1;afternoon;Thangmeiband area, Imphal West (at the gate of the poll office of Trinamool Congress contestant Kh. Joykisan Singh of Thangmeiband Assembly constituency);;;24,820127;93,934076;3: neighbourhood ;0;0;0;0;0;0;0;;7;0;7;0;0
IMP12011301_00;Imphal;India;750;attack;na;firearms;police officers;unknown;unknown;unknown;militants;unknown;unknown;unknown;no;2: medium;"The Times of India, ""Three rebels gunned down in Imphal,""  14 January 2012";;2012-01-13;2012-01-13;1;07:30 p.m.;Toubungkhok village, Imphal West;;;24,781559;93,887684;3: neighbourhood ;0;3;0;0;3;3;3;unknown;0;0;0;0;0
IMP12012201_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"The Press Trust of India Limited, ""Militants target Manipur Speaker's house: one killed,"" 22 January 2012; Indian Express, ""Militants target Manipur Speaker's house, 2 dead,"" 23 January 2012; The Times, ""1 killed,2 hurt in blast at Manipur speaker's house,"" 23 January 2012";Police;2012-01-22;2012-01-22;1;06:30 p.m.;Manipur Speaker's Bungalow, Singmei, Imphal West;;;24,809414;93,938104;1: exact location (e.g. street, building, square);1;0;0;0;1;1;1;unknown;3;0;3;0;0
IMP12012701_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"The Press Trust of India Limited, ""One injured in bomb explosion in Manipur,"" 27 January 2012; The Telegraph, ""Manipur goes to polls today,"" 28 January 2012";;2012-01-27;2012-01-27;1;morning;Thangmeiband area, Imphal West;;;24,820127;93,934076;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;0;0;1
IMP12042401_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"Press Trust of India, ""Two hurt in Manipur blasts,"" 25 April 2012";;2012-04-24;2012-04-24;1;night;exploded near the residence of the executive engineer of Minor irrigation at Sagolband, Imphal West;;;24,798824;93,925298;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0
IMP12052001_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 boy;11;no;2: medium;"Press Trust of India, ""Boy injured in bomb explosion,"" 20 May 2012; Meghalaya Times, ""11 Year old injured in Grenade attack,"" 20 May 2012";Police;2012-05-20;2012-05-20;1;03:30 a.m.;house of Superintendent Engineer of Irrigation and Flood control department S Dhanabir at Thangmeiband, Imphal West;;;24,820127;93,934076;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP12060301_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;3 men;45, 43, 34;no;2: medium;"The Times of India, ""Three hurt in Imphal grenade attack,"" 5 June 2012";;2012-06-03;2012-06-03;1;07:00 p.m.;residence of Yambem Ninghtem, Mantripukhri, Imphal West;;;24,851803;93,933213;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0
IMP12070401_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 man;35;no;2: medium;"Press Trust of India, ""Militants attack govt official's house; one injured,"" 4 July 2012";Police;2012-07-04;2012-07-04;1;11:30 a.m.;Dewlahland, Imphal West;;;24,823209;93,942263;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP12070801_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: 201207080022;;2012-07-08;2011-07-08;1;unknown;Laishram Leikai village, Imphal East;;;24,799058;93,971275;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0
IMP12072501_00;Imphal;India;750;attack;93988;firearms;KCP;unknown;1 man;35;police personnel;unknown;unknown;unknown;no;1: high;"Press Trust of India, ""Militant killed in encounter in Manipur,"" 26 July 2012";;2012-07-25;2012-07-25;1;10:00 p.m.;Heinoubok area, Imphal West;;;24,791169;93,900064;3: neighbourhood ;1;0;0;0;1;1;1;1 man;0;0;0;0;0
IMP12090501_00;Imphal;India;750;attack;na;explosives;militants;unknown;2 men;unknown;Assam Rifles;unknown;unknown;unknown;no;2: medium;"Asian News International, ""Two Assam Rifles personnel injured in Imphal blast,"" 5 September 2012; Indo-Asian News Service, ""Blast in Imphal, two troopers injured,"" 5 September 2012; Indian Express, ""Two Assam Rifles personnel hurt in blast in Imphal,"" 6 September 2012; The Times of India, ""2 Assam Rifles jawans hurt in Imphal blast,"" 6 September 2012";Imphal district police chief Konsam Jayanta Singh;2012-09-05;2012-09-05;1;08:30 a.m.;near the Keishampat Keisham Leikai Community Hall, Imphal West;;;24,799721;93,934689;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;2;0;0
IMP12090801_00;Imphal;India;750;attack;na;explosives;PLA;unknown;unknown;unknown;soldier;unknown;unknown;unknown;no;1: high;"Meghalaya Times, ""Two wounded in IED Triggered blast by PLA in Manipur,"" 8 September 2012";;2012-09-08;2012-09-08;1;08:30 a.m.;near Tiddim Ground along Tiddim road under Singjamei Police Station, Imphal West;;;24,785684;93,919828;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;1;1;0
IMP12100101_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;police personnel;unknown;unknown;unknown;no;3: low;GTD Event ID: ??201210010022;;2012-10-01;2012-10-01;1;unknown;?near the Government Blind School, Imphal West;;;24,800506;93,907511;1: exact location (e.g. street, building, square);1;0;0;0;1;1;1;unknown;0;0;0;0;0
IMP12100701_00;Imphal;India;750;attack;na;firearms;ZRA;unknown;1 man;25;civilians;unknown;1 man, 1 woman;27, 56;no;1: high;"Meghalaya Times, ""ZRA cadres spree bullets at school, two injured in Manipur,"" 7 October 2012";"victims testimony; witnesses";2012-10-07;2012-10-07;1;09:30 a.m.;St Peter English School, Langol Game Village, Zone-2 under Lamphel Police Station, Imphal West;;;24,824058;93,892685;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;2;0;2;0;0
IMP12100901_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;BSF personnel;unknown;3 men;unknown;no;2: medium;"The Telegraph, ""Blast injures 3 BSF men,"" 10 Oktober 2012";Police;2012-10-09;2012-10-09;1;morning;Luwangsangbam Mayai Leikai along Imphal-Dimapur highway, Imphal East;;;24,869612;93,921781;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0
IMP12102601_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;2 men, 2 women;unknown;no;2: medium;"The Times of India, ""Four hurt in Imphal blast,"" 27 Oktober 2012";Police;2012-10-26;2012-10-26;1;05:00 p.m.;Babina Diagnostics, Imphal East;;;24,811685;93,930461;1: exact location (e.g. street, building, square);0;0;0;0;0;0;0;;4;0;4;0;0
IMP12110701_00;Imphal;India;750;attack;na;explosives;PREPAK;unknown;unknown;unknown;Army personnel;unknown;unknown;unknown;no;1: high;"The Statesman, ""Armymen, civilians hurt in Imphal blast,"" 8 November 2012; GTD Event ID: 201211070022";;2012-11-07;2012-11-07;1;09:40 a.m.;Ghari Makha Leikai, not far from Imphal airport, Imphal West;;;24,774144;93,905647;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;5;0;2;3;0
IMP12111201_00;Imphal;India;750;attack;na;explosives;PREPAK;unknown;unknown;unknown;civilians;unknown;2 men;40;no;1: high;"Indian Express, ""Two labourers killed in Manipur blast"" 13 November 2012; Tehelka, ""One dead in Imphal as series of IED attacks continue,"" 12 November 2012; The Hindu, ""Explosion untimely, says Prepak,"" 16 November 2012";Police;2012-11-12;2012-11-12;1;05:15 p.m.;Tiddum Road, near Imphal College, Imphal West;;;24,780068;93,911587;1: exact location (e.g. street, building, square);0;1;0;0;1;2;1;1 man;1;0;1;0;0
IMP12111701_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;3 men;38;no;2: medium;"The Times of India, ""Blast rocks Imphal again, three injured,"" 19 November 2012";;2012-11-17;2012-11-17;1;01:35 p.m.;"steel outlet in the Hatta area, Imphal East
";;;24,810301;93,952050;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;3;0;0
IMP121122ß1_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: 201211220018;;2012-11-22;2012-11-22;1;unknown;near an Assam Rifles checkpost in Singjamei area, Imphal East;;;24,777268;93,943168;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP12121901_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;1 man;35;no;2: medium;"The Times of India, ""Rebels trigger 2 IED blasts in Imphal, driver injured,"" 20 December 2012";;2012-12-19;2012-12-19;1;10:15 a.m.;near Porompat police station, Imphal East;;;24,806555;93,959270;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0
IMP12121902_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"Press Trust of India, ""One killed in grenade explosion in Manipur,"" 20 December 2012";;2012-12-19;2012-12-19;1;night;Singjamei Liwa Lambi area, Imphal West;;;24,777268;93,943168;3: neighbourhood ;1;0;0;0;1;1;1;unknown;3;1;2;0;0
IMP13050401_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;16;no;2: medium;"India Blooms News Service, ""5 Assam workers injured in Imphal blast,"" 4 May 2013";Police;2013-05-04;2013-05-04;1;07:15 p.m.;ST Mixer bakery shop at Chinhmeirong Awang Leika, under Lamphel police station, Imphal West ;;;24,819655;93,924908;3: neighbourhood ;0;0;0;0;0;0;0;;5;0;5;0;0
IMP13062701_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;28, 24, 22, 50, 24, 35;no;2: medium;"Assam Tribune, ""2 killed, 4 hurt in Imphal blast,"" 28 June 2013; The Telegraph, ""Vigil up in migrant areas of Imphal after attack,"" 29 June 2013";Police;2013-06-27;2013-06-27;1;08:00 p.m.;Uripok Tourangbam Leikai, Imphal West;;;24,809864;93,929825;3: neighbourhood ;0;2;0;0;2;2;2;;4;0;4;0;0
IMP13072001_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;2 men;35, 45;no;2: medium;"Assam Tribune, ""Two hurt in Imphal blast,"" 20 July 2013; The Times of India, ""Imphal blast injures two non-locals,"" 21 July 2013";Police;2013-07-20;2013-07-20;1;11:00 a.m.;Hatta Golapati, Imphal East;;;24,811960;93,947216;3: neighbourhood ;0;0;0;0;0;0;0;;2;0;2;0;0
IMP13072701_00;Imphal;India;750;attack;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;20;no;3: low;"Press Trust of India, ""Non-Manipuri shot dead in Manipur,"" 27 July 2013";Police;2013-07-27;2013-07-27;1;unknown;Mantripukhri area, Imphal West;;;24,851783;93,932033;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP13082401_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"Assam Tribune, ""3 hurt in Manipur blast,"" 24 August 2013";;2013-08-24;2013-08-24;1;05:30 a.m.;Naoremthong Laishram Leirak area close to the office of the Deputy Commissioner, Imphal West;;;24,811979;93,912175;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;3;0;3;0;0
IMP13083101_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;GTD Event ID: 201308310013;;2013-08-31;2013-08-31;1;unknown;near the boundary wall of Raj Bhavan, Imphal West;;;24,803296;93,936480;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;2;0;2;0;0
IMP13091301_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"Deccan Chronicle,""Eight non-Manipuris killed in Imphal bomb blast,"" 13 September 2013; Indo-Asian News Service, ""Eight killed in Manipur blast,"" 13 September 2013; Samay Live, ""Imphal bomb blast:Eight non-Manipuris killed,19 injured - Regional News - Sahara Samay,"" 14 September 2013; Indian Express, ""Blast in Imphal: 9 killed, 12 injured,"" 14 September 2013; Press Trust of India, ""Rs Four lakh each for families of blast victims,"" 14 September 2013; GTD Event ID: 201309130005";Inspector General of Police (Law and Order) L. Kailun ;2013-09-13;2013-09-13;1;07:45 p.m.;Khoyathing area, near Thangal Bazaar and Nagamapal, Imphal West;;;24,812050;93,934647;3: neighbourhood ;0;9;0;0;9;9;9;unknown;11;0;11;0;0
IMP13091302_00;Imphal;India;750;attack;na;explosives;PLA;unknown;unknown;unknown;Assam Rifles;unknown;unknown;unknown;no;1: high;"Indo-Asian News Service, ""Eight killed in Manipur blast,"" 13 September 2013; The Hindu, ""Civilian injured in bomb attack,"" 14 September 2013";;2013-09-13;2013-09-13;1;10:30 a.m.;Ukhrul-Imphal road, near Khurai Popular High School at Khurai Thongam leikai, Imphal East ;;;24,834010;93,973938;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;0;1;0
IMP13102601_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;Assam Rifles;unknown;1 man;30;no;2: medium;"Defence Journal, ""Security Analysis on the International, Regional and Domestic Fronts (Combined effort of PATHFINDER GROUP Task Force),"" 31 December 2013";;2013-10-26;2013-10-26;1;morning;"near Northern Gate of Kangla fort; Imphal city centre";;;24,807676;93,942714;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0
IMP13102901_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;2 students;no;2: medium;"Xinhua News Agenc, ""Xinhua Asia Pacific news summary at 1000GMT, Oct. 29,"" 29 October 2013; Assam Tribune, ""Five injured in Imphal blast,"" 29 October 2013; Indian Express, ""Another blast in Imphal injures 5,"" 30 October 2013; Indian Express, ""Manipur: 2 die in twin blasts,"" 31 October 2013";Police;2013-10-29;2013-10-29;1;06:00 a.m.;Dharmasala hand-carts parking site, near Bheirodan School in Khwairamband market complex, Imphal West;;;24,807584;93,937024;3: neighbourhood ;0;0;0;0;0;0;0;;5;0;5;0;0
IMP13103001_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;2 men;35, 40;no;2: medium;"Assam Tribune, ""Two killed in Imphal blast,"" 30 October 2013; United News of India, ""Two killed, two injured in Imphal bomb blast,"" 30 October 2013; Indian Express, ""Manipur: 2 die in twin blasts,"" 31 October 2013; The Times of India, ""2 die in blast near Manipur CM's house,"" 31 October 2013; Defence Journal, ""Security Analysis on the International, Regional and Domestic Fronts (Combined effort of PATHFINDER GROUP Task Force),"" 31 December 2013; Philippines News Agency, ""3 killed, 4 injured in bomb blast in N.E. India,"" 30 October 2013";Deputy Chief Minister Gaikhangam;2013-10-30;2013-10-30;1;06:30 a.m.;Moirangkhom bus stand, near Hicham Yaicham Pat, Moirangkhom, Imphal West;;;24,795796;93,940418;1: exact location (e.g. street, building, square);0;2;0;0;2;3;2;2 men;7;0;7;0;0
IMP13111201_00;Imphal;India;750;assassination/murder;na;firearms;unknown;unknown;men;unknown;civilians;unknown;1 man;unknown;no;3: low;"The Times of India, ""Manipur People’s Party leader shot dead in Imphal,"" 14 November 2013";;2013-11-12;2013-11-12;1;morning;Changaingei Ucheckon near Imphal airport, Imphal West;;;24,754073;93,893172;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP13112501_00;Imphal;India;750;attack;67352;explosives;unknown;unknown;unknown;unknown;Assam Rifles;unknown;1 man;32;no;3: low;"Imphal Free Press, ""Blast kills AR jawan, injures civilian,"" 25 November 2013";;2013-11-25;2013-11-25;1;04:00 p.m.;Mayang Imphal bus parking, near Keisampat, near the Raj Bhavan, Imphal West;;;24,799088;93,931514;3: neighbourhood ;0;1;0;0;1;1;1;1 man;1;0;0;1;0
IMP14021901_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;1 boy;1 boy;no;2: medium;"The Times of India, ""Blast outside MLA's residence in Imphal,"" 21 February 2014";;2014-02-19;2014-02-19;1;evening;Dewlahland, Imphal West;;;24,823209;93,942263;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP14022801_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;2: medium;"The Times of India, ""On Friday, suspected rebels triggered a low-intensity IED explosion near the Manipur University in Imphal West, injuring a passenger,"" 3 March 2014";;2014-02-28;2014-02-28;1;unknown;near Manipur University, Imphal West;;;24,752085;93,928143;2: within a small radius of an exact location (e.g. “near the town hall”);0;0;0;0;0;0;0;;1;0;1;0;0
IMP14052901_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;7 men, 1 woman;20, 31, 32, 38, 25, 55, 27, 51, 57;no;2: medium;"United News of India, ""Two killed, six injured in Imphal blast,"" 29 May 2014; Indian Express, ""Two dead in Imphal blast, immigrants likely target,"" 30 May 2014; Imphal Free Press, ""Two killed, scores injured in Chingamakhong blast,"" 30 May 2014; The Telegraph, ""Bengal migrant killed in Manipur,"" 27 June 2014";Police;2014-05-29;2014-05-29;1;05:30 p.m.;Singjamei market area, Imphal East;;;24,782013;93,937399;2: within a small radius of an exact location (e.g. “near the town hall”);0;2;0;0;2;2;2;2 men;18;0;18;0;0
IMP14061401_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"The Telegraph, ""Bengal migrant killed in Manipur,"" 27 June 2014";;2014-06-14;2014-06-14;1;unknown;Moirangkhom, Imphal West;;;24,790721;93,942421;3: neighbourhood ;0;0;0;0;0;0;0;;3;0;0;3;0
IMP14062601_00;Imphal;India;750;attack;na;firearms;unknown;unknown;1 man;unknown;civilians;unknown;1 man;33;no;2: medium;"The Telegraph, ""Bengal migrant killed in Manipur,"" 27 June 2014; The Times of India, ""Rebels kill Bengal migrant in Imphal,"" 28 June 2014";Police;2014-06-26;2014-06-26;1;08:45 p.m.;Uripok Khoisnam Leikai, Imphal West;;;24,806854;93,930254;2: within a small radius of an exact location (e.g. “near the town hall”);0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP14071201_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;5 men, 1 woman;unknown;no;2: medium;"The Canadian Press, ""Crude bomb explosion wounds 6 in India's troubled northeast,"" 12 July 2014; The Times of India, ""6 hurt in Manipur blast,"" 13 July 2014";Police;2014-07-12;2014-07-12;1;09:20 a.m.;Langthabal area along NH-2, near Manipur University, Imphal West;;;24,750589;93,917392;3: neighbourhood ;0;0;0;0;0;0;0;;6;0;6;0;0
IMP14081801_00;Imphal;India;750;attack;na;explosives;rebels;unknown;unknown;unknown;civilians;unknown;1 boy;15;no;2: medium;"The Times of India, ""One injured in Imphal blast,"" 21 August 2014";;2014-08-18;2014-08-18;1;12:45 a.m.;Mantripukhri, Imphal West;;;24,851783;93,932033;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP14091701_00;Imphal;India;750;violent abduction;na;unknown;unknown;unknown;unknown;unknown;civilians;unknown;1 man;unknown;no;3: low;GTD Event ID: ??201409170017;;2014-09-17;2014-09-17;1;unknown;?Chingmeirong neighborhood, Imphal West;;;24,832445;93,946017;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP14100101_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;civilians;unknown;unknown;unknown;no;3: low;"The Times of India,""1 killed, 18 hurt in Imphal blast,"" 3 October 2014";Police;2014-10-01;2014-10-01;1;07:30 p.m.;near a Durga Puja pandal at the Thangal bazaar, Imphal West;;;24,810784;93,936288;3: neighbourhood ;0;0;1;0;1;1;1;1 man;18;0;18;0;0
IMP14100601_00;Imphal;India;750;attack;na;explosives;unknown;unknown;unknown;unknown;civilians;unknown;1 man;38;no;3: low;"Imphal Free Press, ""IED explosion on Id-ul-zuha injures one,"" 6 October 2014";;2014-10-06;2014-10-06;1;06:17 p.m.;near an electric transformer on the roadside of the New Checkon road at Hatta Makha Leikai in the middle of two police check posts, Imphal East;;;24,808352;93,949826;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
IMP14110301_00;Imphal;India;750;attack;na;explosives;militants;unknown;unknown;unknown;Territorial Army personnel;unknown;1 man;unknown;no;2: medium;"Press Trust of India, ""Territorial Army personnel killed in Manipur grenade attack"" 5 November 2014";Police;2014-11-03;2014-11-03;1;09:00 p.m.;165th TA post, Koirengei, Imphal West;;;24,879221;93,930037;3: neighbourhood ;0;1;0;0;1;1;1;1 man;0;0;0;0;0
IMP14112701_00;Imphal;India;750;attack;na;firearms;unknown;unknown;unknown;unknown;civilians;unknown;1 man;52;no;3: low;"The Statesman, ""HM official shot at in Imphal,"" 28 November 2014";;2014-11-27;2014-11-27;1;09:45 p.m.;Langol Games Village under Lamphel Police Station, Imphal West;;;24,822392;93,903688;3: neighbourhood ;0;0;0;0;0;0;0;;1;0;1;0;0
